"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"¼øÃ¢","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".014",".014",".015",".012",".011",".009",".007",".005",".005",".005",".005",".008",".011",".012",".012",".01",".008",".007",".006",".005",".005",".004",".006",".009",".011",".013",".014",".012",".01",".008",".005",".005",".004",".004",".004",".007",".012",".013",".013",".01",".009",".007",".006",".004",".004",".004",".004",".008",".011",".012",".0114",".0114",".009",".0066",".0054",".0048",".0043",".0033",".0048",".0069",".0094",".0108",
"Àå¼ö","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".007",".01",".009",".008",".008",".007",".005",".003",".003",".003","",".007",".007",".008",".008",".007",".007",".006",".005",".005",".004",".005",".007",".008",".01",".009",".008",".008",".007",".006",".005",".004",".004",".004",".006",".008",".008",".01",".009",".009",".008",".006",".004",".003",".003",".003",".005",".007",".008",".0073",".0087",".0084",".0059",".0058",".0045",".0035",".0036",".0038",".0056","0.0066*",".0074",
"µµÆò±Õ","¿ùÆò±Õ","",".022",".019",".017",".017",".013",".011",".009",".01",".012",".016",".02",".02",".022",".018",".019",".015",".013",".011",".009",".01",".012",".017",".019",".023",".021",".018",".019",".016",".013",".012",".01",".011",".012",".017",".021",".021",".02",".018",".019",".015",".013",".011",".009",".01",".013",".015",".018",".018",".019",".018",".016",".014",".011",".01",".008",".007",".009",".013",".019",".017",".018",".015",".014",".013",".012",".009",".007",".008",".009",".012",".016",".016",".016",".014",".012",".01",".009",".008",".007",".006",".008",".012",".014",".016",".016",".013",".013",".011",".008",".008",".006",".007",".007",".011",".014",".015",".016",".013",".012",".01",".008",".006",".006",".005",".007",".01",".014",".015",".0138",".0148",".0125",".0095",".0078",".006",".0051",".0057",".0068",".0093",".0104",".0125",
"È­¼ø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".014",".011",".009",".007",".007",".007",".011",".015",".017",".016",".014",".011",".01",".008",".007",".006",".005",".006",".009",".012","0.017*","0.016*",".015",".012",".01",".008",".007",".006",".007",".006",".009",".014",".013",".014",".011",".011",".009",".008",".006",".005",".005",".006",".008",".014",".016",".0144",".0146",".0124",".0083",".0064",".006",".0043",".0044",".0054",".0076",".0097",".0138",
"¿©¼ö","¿ùÆò±Õ","",".025",".019",".02",".022",".017",".015",".014",".013",".017",".019",".025","0.02*",".021",".019",".021",".019",".021",".016",".012",".015",".014",".018",".019",".021",".019",".018",".023",".022",".021",".015",".012",".016",".015",".019",".022",".023",".021",".019",".023",".02",".017",".016",".012",".012",".015",".015",".023",".022",".021",".023",".019",".016",".015",".016",".009",".009",".012",".016",".022",".016",".016",".018",".014",".014",".014",".011",".008",".009",".01",".012",".017",".018",".017",".016",".014",".012",".012",".011",".009",".007",".01",".014",".016",".017",".015",".015",".014",".011",".01",".01",".007",".007",".008",".013",".015",".015",".016",".012",".014",".012",".011",".007",".008",".007",".009",".011",".017",".013",".0134",".0168",".0151",".0096",".0105",".0083",".0078",".0068",".0076",".0103",".0119",".0141",
"±¤¾ç","¿ùÆò±Õ","",".021",".017",".017",".02",".015",".012",".011",".01",".011",".014",".016",".013",".016",".014",".018",".014",".015",".014",".011",".01",".01",".015",".014",".016",".013",".013",".017",".017",".017",".014",".013",".011",".009",".01",".013",".015",".013",".014",".017",".017",".015",".015",".013",".01",".012",".012",".019",".016",".016","0.018*","0.017*","0.016*",".014",".015",".01",".01",".008","0.011*","0.017*","0.013*","0.015*",".016",".015",".015",".015",".014",".011",".009",".009",".01",".014",".017",".014",".014",".013",".011",".011",".013",".011",".01",".008",".01",".013",".015",".014",".013",".013",".011","0.01*","0.013*","0.01*","0.009*","0.008*","0.011*","0.015*","0.015*",".016",".011",".014",".012",".011",".009",".008",".007",".006",".008",".013",".011",".0129",".0145",".015",".0105",".0109",".0095",".01",".0076",".0071",".0092",".0106",".012",
"¼øÃµ","¿ùÆò±Õ","",".018",".016",".014",".013",".011",".01",".009",".01",".012",".015",".017",".014",".016",".014",".017",".014",".011",".012",".009",".009",".013",".016",".016",".016",".013",".013",".015",".016",".016",".01",".009",".009",".01",".016",".02",".018",".015",".015",".018",".015",".012",".012",".009",".01",".01","0.010*","0.012*","0.011*",".012",".014",".014",".011",".01",".01",".008",".008","0.008*",".011",".02",".015",".013",".016",".013",".012",".011",".01",".007",".009",".009",".011",".015",".017",".014",".014",".011",".009",".009",".008",".008",".006",".009","0.012*","0.016*",".014",".016",".015",".014",".011",".008",".008",".007",".006",".007",".009",".013",".013",".012",".01",".011",".008",".007",".005",".006",".005",".006",".008",".015",".011",".0113",".0125",".0112",".0076",".0071",".0053",".0061",".0046",".0062",".0079",".0093",".0126",
"¸ñÆ÷","¿ùÆò±Õ","",".02",".018",".019",".019",".014",".012",".012",".012",".013",".017",".021",".02",".019",".018",".02",".019",".017",".016","0.012*",".012",".013",".015",".019",".021",".017",".016",".018",".014",".013",".01",".01",".012","0.012**","0.013**",".018",".018",".017",".016",".016",".012",".012",".01",".008",".008",".01",".012",".017",".018",".016",".015",".013",".01",".007",".006",".004",".005",".008",".01",".019",".015",".014",".011",".013",".01",".01",".007",".006",".006",".007",".01",".013",".016",".014",".013",".011",".008",".007",".006",".006",".004",".007",".01",".013",".016",".015",".012",".01","0.008**",".006",".006",".005",".005",".006",".009",".015",".015",".013",".012",".012",".009",".007",".005",".005",".005",".007",".009",".016",".017",".0169",".0155",".0137",".0099",".0068",".0049",".0042",".0047",".005",".0074",".0105",".0145",
"¿µ¾Ï","¿ùÆò±Õ","",".02",".019",".018",".019",".015",".015",".013",".011",".01",".014",".015",".016",".017",".015",".016",".014",".013",".011",".009",".01",".013",".015",".017",".019",".017",".015",".016",".015",".013",".01",".008",".009",".01",".013",".017",".015",".014",".012",".014",".011",".008",".004",".003",".005",".008",".01",".015",".013",".012",".011",".011",".009",".008",".006",".006",".006",".012",".015",".021",".017",".017",".013",".015",".013",".012",".01",".007",".009",".013",".012",".013",".015",".013",".012",".011",".01",".007",".007",".006",".005",".008",".011",".014",".017",".015",".014","0.013**","0.011**",".007",".006",".004",".004",".004",".008",".011",".012",".013",".01",".008",".006",".006",".003",".003",".003",".004",".007",".01",".012",".0111",".0107",".0091",".0055",".0042",".0032",".0018",".0032",".0036",".0066",".0068",".0099",
"³ªÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".016",".016",".011",".009",".008",".008",".007",".006",".009",".013",".021",".02",".018",".015",".013",".012",".01",".008",".006",".006",".006",".007",".013",".018",".017",".013",".011",".008",".007",".007",".005",".004",".008",".012",".013",".017",".016",".014",".011",".01",".009",".009",".007",".007",".008",".01",".015",".015",".014",".012",".009",".008",".007",".005",".006",".006",".008",".009",".013",".013",".0118",".0104",".0095",".008",".0066",".0055",".0045",".0052",".0061",".0075",".0088",".0122",
"´ã¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".012",".013",".01",".008",".006",".006",".006",".006",".007",".007",".012",".012",".009",".011",".01",".008",".007",".005",".006",".006",".006",".006",".011",".012",".011",".011",".009",".008",".006",".006",".006",".004",".007",".01",".011",".013",".013",".011",".01",".009",".007",".007",".006",".005",".005",".008",".012",".012",".011",".01",".009",".008",".007",".005",".005",".005",".005",".008",".011",".011",".0112",".0117",".0094",".0072",".0067",".006",".0053",".0047",".0056",".007",".008",".0095",
"Àå¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".014",".018",".014",".012",".01",".009",".008",".008",".01",".014",".02",".017",".019",".017",".016",".014",".013",".01",".009",".009",".007",".013",".015",".016",".017",".014",".012",".011",".009",".008",".004",".006",".01",".013",".014",".016",".017",".016",".013",".012","0.009**","0.008*",".008",".008",".009",".011",".015",".015",".016",".014",".013",".011",".01",".008",".006",".007",".008",".01",".015",".016",".016",".0155",".0144",".0101",".0091",".0074",".008",".0067",".0082",".011",".0115",".0143",
"ÇØ³²","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".01",".011",".008",".008",".01",".013",".019",".016",".013",".013",".014",".011",".011",".008",".006",".007",".007",".009",".011",".014",".012",".011",".01",".01",".007",".007",".006",".005",".008",".009",".01",".014",".012",".011",".011",".009",".008",".006",".006",".006",".007",".008",".01",".011",".008",".008",".008",".007",".006",".003",".003",".003",".005",".006",".009",".009",".0096",".009",".0081",".0053",".0035",".0032",".0024",".0036",".0044",".0061",".0065",".007",
"¿µ±¤","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".015",".016",".013",".012",".01",".007",".004",".004",".006",".007",".009",".012",".013",".013",".01",".008",".008",".007",".006",".007",".009",".01",".014",".01",".013",".012",".011",".01",".01",".007",".005",".004",".004",".005",".008",".011",".011",".011",".009",".009",".007",".006",".004",".004",".004",".005",".007",".011",".012",".0109",".0107",".0083",".0074",".006",".0047",".0044",".0045",".005",".0064",".0068",".009",
"ÀåÈï","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".011",".008",".008",".008",".006",".005",".004",".004",".006",".008",".011",".012",".01",".009",".009",".008",".006",".006",".006",".004",".007",".009",".01",".012",".011",".01",".011",".009",".007",".006",".004",".005",".006",".006",".009",".009",".009",".007",".008",".006",".006",".004",".004",".005",".006",".007",".011",".008",".0077",".008",".0075",".0059",".0047",".004",".0039",".0042",".0046",".0056",".0066",".0086",
"Áøµµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".01",".007",".006",".004",".003",".003",".003",".005",".006",".006",".006",".006",".006",".005",".004",".003",".003",".002",".004",".005",".005",".007",".007",".007",".007",".005",".004",".003",".003",".003",".003",".004",".007",".008",".007",".007",".006",".005",".005",".003",".003",".002",".004",".005",".007",".006",".007",".0086",".0075",".0052",".0036",".0029",".0021",".0027",".0033",".0043",".0047",".0073",
"¿Ïµµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".007",".008",".006",".006",".005",".004",".004",".004",".005",".006",".006",".007",".006",".005",".005",".005",".005",".005",".004",".005",".006",".007",".007",".006",".006",".005",".004",".004",".004",".003",".003",".003",".004",".006",".006",".006",".006",".007",".006",".005",".004",".004",".004",".004",".004",".006",".005",".0053",".0063",".0066",".0044",".0048",".005",".0049",".0045",".0041",".0044",".0042",".0047",
"ÇÔÆò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".013",".013",".01",".009",".006",".005",".005",".005",".008",".01",".012",".011",".009",".008",".007",".006",".005",".004",".003",".005",".008",".012",".011",".009",".01",".009",".007",".005",".005",".005",".004",".004",".006",".009",".011",".011",".009",".008",".007",".006","0.004*",".003",".004",".007",".008",".012",".01",".008",".0116",".011",".0092",".007",".0054",".0031",".0051",".0059",".0076",".008",".0112",
"°íÈï","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".007",".007",".006",".004",".003",".003",".006",".008",".01",".011",".01",".009",".007",".006",".004",".004",".004",".003",".006",".007",".008",".01",".009",".008",".007",".005",".004",".004",".004",".005",".006",".004",".013",".012",".009",".007",".007",".006",".005",".005",".004",".005",".005",".006",".009",".009",".0097",".0104",".0061",".0036",".0036",".0047",".0027",".0033","0.0036**",".0051",".0061",".0079",
"½Å¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".005",".005",".004",".004",".005",".005",".006",".007",".006",".006",".005",".004",".004",".003",".003",".003",".003",".005",".006",".006",".007",".006",".006",".007",".005",".003",".003",".003",".003",".003",".004",".005",".006",".005",".004",".004",".004",".003",".003",".003",".002",".003",".004",".005",".005",".005",".0059",".005",".0035",".0029",".0021",".0021",".0021",".003",".0041",".0039",".0055",
"¹«¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".012",".01",".009",".006",".005",".004",".005",".006",".008",".009",".009",".008",".007",".006",".005",".004",".003",".003",".005",".007",".008",".01",".01",".009",".008",".007",".005",".005",".004",".004",".004",".006",".009",".011",".01",".008",".007",".006",".004",".003",".002",".003",".004",".006",".009",".01",".0088",".0093",".0079",".006",".005",".0035",".0024",".0031",".0044",".0059",".0059",".0084",
"°­Áø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".004",".004",".005",".006",".009",".011",".01",".008",".007",".006",".005",".005","0.004*",".003",".004",".007","0.008*",".011",".01",".01",".009",".007",".006",".004",".004",".003",".004",".006",".008",".01",".009",".008",".008",".006",".005",".004",".003",".003","0.005**","","0.010*",".009",".0094",".0089",".008",".0053",".0041",".0032",".0032",".0031",".0039",".005",".0061",".0085",
"°î¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".005","0.009*","0.010*",".01",".009",".008",".007",".005",".004",".004",".003",".004",".007",".011",".012",".011",".01",".009",".007",".005",".004",".004",".004",".004",".006",".01",".011",".01",".008",".008",".006",".006",".005",".004",".003",".004",".005",".009",".01",".0089",".0098",".0092",".0059",".0045",".0038",".0036",".004",".0041",".0053",".007",".0086",
"±¸·Ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".006",".006",".007",".012",".014",".013",".01",".01",".009",".007",".007",".006",".005",".006",".008",".011",".013",".012",".013",".011",".008",".007",".006",".004",".004",".004",".006",".008",".01",".012",".008",".008",".006",".007",".005",".005",".004",".004",".006",".009",".009",".0091",".0094",".0078",".006",".0047",".0039",".0035",".0036",".0042",".0056",".0071",".0086",
"º¸¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".006",".01",".011",".011",".01",".008",".006",".005",".005",".005",".003",".005",".007",".009","0.010*",".01",".011",".008",".006",".005",".005",".004",".004",".005",".006",".009",".01",".009",".008",".009",".007",".006",".004",".004",".004",".005",".006",".01",".008",".0083",".0096",".0098",".0063",".0051",".0048",".0037",".0036",".0048",".0055",".0067",".0094",
"µµÆò±Õ","¿ùÆò±Õ","",".021",".018",".017",".019",".014",".013",".012",".011",".013",".016",".02",".016",".018",".016",".019",".016",".016",".014",".011",".012",".013",".016",".017",".018",".016",".015",".018",".018",".017",".013",".011",".012",".012",".015",".019",".019",".016",".016",".019",".016",".014",".013",".01",".01",".012",".012",".018",".017",".016",".017",".015",".013",".011",".011",".008",".008",".01",".013",".02",".016",".015",".015",".013",".012",".011",".009",".007",".007",".008",".009",".013",".015",".013",".012",".01",".009",".008",".008",".007",".006",".008",".01",".013",".014",".013",".013",".011",".009",".007",".007",".006",".006",".006",".009",".012",".012",".012",".01",".011",".009",".008",".006",".005",".005",".006",".008",".013",".011",".0114",".0125",".0114",".0078",".0072",".006",".0056",".0051",".0058",".0076",".0088",".0112",
"¿µ´ö","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.008**",".008",".007",".006",".005",".004",".005",".003",".004",".003",".004",".007","0.008*",".007",".007",".006",".005",".005",".004",".003",".003",".003",".004",".006",".007",".009",".007",".007",".005",".005",".005","0.004**",".004",".003",".004",".006",".007",".0076",".0076",".007",".0051",".0046",".0042",".0035",".0032",".0029",".0039",".0059",".0066",
"¿µÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".02",".02",".018",".014",".014",".011",".01",".01",".01",".012",".019",".022",".02",".016",".012",".009",".008",".009",".008",".007",".008",".013",".02",".02",".019",".016",".014",".012",".011",".009",".008",".008",".01",".011",".016",".017",".018",".014",".013",".01",".01",".007",".007",".007",".007",".013",".019",".015",".0155",".016",".0119",".0088",".0085",".0076",".0069",".0059",".0069",".011",".013",".0148",
"ÀÇ¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.011**",".014",".011",".008",".007",".007",".005",".005",".006",".01",".015",".017",".017",".013",".011",".007",".006",".005",".005",".005",".005",".008",".012",".014",".014",".011",".008",".007",".006",".005",".004",".005",".004",".006",".01",".013",".0123",".0107",".0085",".006",".0051",".0045",".0043",".0037",".004",".0059",".009",".0109",
"¿ï¸ªµµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.006**",".006",".005",".004","0.007*",".007",".006",".006",".005",".005",".005",".004",".004",".006",".006",".007",".007",".008",".007",".007",".007",".006",".007",".006",".006",".005",".005",".006",".007",".007",".008",".006",".006",".006",".005",".004",".005",".005",".005",".006",".006",".006",".0065",".0074",".0076",".0063",".0054",".0057",".0048",".005",".0054",".0066",".0056",".0072",
"Æ÷Ç×","¿ùÆò±Õ","",".02",".018",".017",".017",".013",".013",".012",".011",".011",".014",".021",".018",".02",".019",".02",".017",".015",".015",".013",".014",".015",".016",".019","0.018*",".017",".016",".018",".018",".015",".014",".011",".01",".012",".012",".017",".019",".016",".015",".015",".011",".012",".011",".012","0.013*",".014",".014",".018",".018",".017",".016",".016",".014",".014",".013",".011",".01",".012",".014",".019",".018",".018",".017",".016",".016",".019",".015",".009",".011",".011",".011",".016",".018",".017",".016",".015",".012",".011",".012",".011",".01",".012",".014",".016",".016",".016",".014",".015",".013",".012",".011",".01",".011",".011",".013",".016",".016",".015",".012",".014",".012","0.011*","0.009*",".009",".009",".009",".011",".015",".013",".0151",".0193",".0166",".0129",".0127",".0121",".0107",".0111",".0105",".0122",".0132",".0148",
"±¸¹Ì","¿ùÆò±Õ","",".028",".022",".019",".018",".02",".014",".014",".013",".015",".02",".029",".025",".025",".025",".027","0.016*","0.016*","0.013*","0.01*","0.011*","0.013*","0.019*","0.019*","0.021*","0.033*","0.031**","0.030*","0.021*","0.017*","0.015*","0.013*","0.012*",".015",".019",".026",".024",".023",".023",".023",".018",".016",".013",".013",".01",".014",".014",".021",".022",".022",".023",".018",".014",".013",".012",".011",".012",".013",".019",".028",".024",".022",".017",".016",".016",".016",".012",".01",".01",".011",".015",".021",".023",".019",".017",".016",".013",".01",".011",".01",".009",".012",".016","0.020*",".022",".021",".019",".017",".013",".012",".012",".01",".009",".009",".013",".02",".019",".02",".015",".016",".011",".01",".007",".007",".007",".009",".012",".021",".018",".0197",".0199",".0169",".0113",".01",".0091",".0083",".0079",".0089",".0131",".016",".0183",
"±èÃµ","¿ùÆò±Õ","",".021",".018",".017",".016",".012",".009",".008",".011",".015",".018",".019",".014",".019",".018",".017",".016",".013",".012",".011",".01",".014",".019",".016",".019",".018",".014",".018",".015",".012",".01",".007",".007",".008",".01",".012",".01",".011",".018",".019",".016",".015",".012",".009",".007","0.010**","0.007**",".011",".01",".01",".012",".011",".007",".006",".006","0.004**","","0.006*",".01",".018",".017",".013","0.017*",".015",".013",".011",".009",".007",".007",".007",".009",".016",".016",".015",".015",".014",".011",".01",".01",".009",".008",".009",".013",".016",".016",".017",".015",".013",".011",".009",".009",".009",".007",".008",".011",".015",".017",".018",".013",".014",".01",".008",".007","0.007*","0.007*","0.008*","0.009*",".015",".014",".0153",".016",".0154",".0111",".0101",".0089",".0078",".0074",".0084",".011",".0142",".0165",
"°æÁÖ","¿ùÆò±Õ","",".023",".023",".021",".022",".017",".013",".013",".015",".018",".021",".028",".024",".026",".023",".031",".027",".021",".017",".017","0.021*",".011",".018",".018",".026",".025",".021",".023",".018",".017",".012",".01",".007","0.011*","0.017**",".017",".013",".018",".013",".015",".01",".009",".015",".016",".012",".015",".016",".024",".022",".022",".023",".02",".016",".016",".015",".013",".012",".014",".017",".027",".024",".022",".023",".019",".017",".017","0.013**",".009",".009",".009",".011",".015",".017",".015",".014",".012",".01",".009",".011",".009",".009",".008",".011",".015",".014",".013",".012",".012",".01",".01",".009",".008",".007",".007",".01",".015",".014",".015",".011",".012",".01","0.011*","0.008*",".008",".007",".007",".01",".014",".012",".013",".0145",".0127",".0095",".009",".0085",".009",".0076",".007",".0109",".0119",".0132",
"¾Èµ¿","¿ùÆò±Õ","",".019",".017",".017",".015",".013",".009",".008",".007",".007",".013",".021",".014",".018",".017",".017",".01",".011",".012",".011",".01",".009",".016",".017",".02",".022",".023",".022",".018",".015",".012",".012",".009",".011",".014",".022",".021",".018",".018",".018",".015",".013",".011",".011",".008",".012",".013",".022",".026",".025",".023",".018",".013",".011",".01",".008",".007",".01",".013","0.008**","","","0.017*",".013",".011",".01",".011",".006",".008",".007",".008",".007",".01","0.019*",".017",".011",".011",".008",".008",".005",".008",".007",".012",".016",".02",".017",".015",".011",".008",".007",".007",".005",".006",".005",".008",".013",".017",".019",".011",".009",".008",".006",".006",".007",".008",".007",".009",".014",".016",".0135",".0104",".0119",".0091",".0074",".0068",".0061",".0059",".0062",".0094",".0134",".0159",
"¿µÁÖ","¿ùÆò±Õ","",".029",".022",".021",".021",".016",".013",".011",".011",".013",".018",".025",".022",".024",".022","0.027*",".019",".016",".012",".009",".01",".012",".018",".019",".024",".024",".021",".021",".017",".016",".016",".009",".008",".009",".013",".021",".023",".022",".02",".02",".015",".011",".011",".008",".007",".01",".012",".02",".018",".012",".016",".01",".01",".008",".007",".009",".01",".011",".015",".022",".023",".025",".021",".017",".016",".014",".012",".009",".009",".01",".014",".02","0.022**","0.021**",".016",".014",".013",".01",".009",".008",".007",".008",".01",".008",".007",".007",".007",".008",".005",".004",".004",".006",".006",".003",".007",".012",".014",".017",".013",".012",".01",".009",".007",".007",".007",".006",".01",".016",".016",".0162",".0168",".015",".01",".0085",".0086",".0074",".007",".0066",".0092",".013",".0141",
"°æ»ê","¿ùÆò±Õ","",".036",".026",".027",".023",".019",".012",".015",".014",".016",".024",".032",".03",".031",".03",".029",".02",".023",".016",".014",".017",".017",".025",".023",".028",".028",".024",".022",".019",".016",".013",".011",".01",".011",".014",".022",".021",".02",".018",".016",".013",".012",".009",".01",".009",".012",".012",".018",".017",".015",".015",".013",".009",".008",".008",".008",".006",".008",".011",".016",".015",".015",".014",".011",".009",".008",".007",".006",".007",".007",".01",".012",".013","0.012*",".011",".008",".007",".006",".006",".006",".005",".006",".01",".011",".013",".011",".01",".008",".006",".006",".006",".006",".006",".006",".009",".012",".012",".012",".01",".01",".008","0.007*",".006",".007",".007",".007",".011",".016",".014",".0149",".0139",".0119",".0077",".0076",".0073",".0063",".0057",".006",".0101",".0125",".0131",
"»óÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.018**",".016",".019",".012",".01",".009",".008",".006",".008",".009",".012",".019",".018",".017",".015",".014",".011",".01",".009",".009",".007",".009",".011",".017",".018",".018",".014",".012",".008",".008",".008",".007",".007",".008",".011",".015",".014",".014",".014",".012",".009",".007",".007",".008",".007",".008",".011",".015",".014",".013",".012",".014",".009",".007",".006",".005",".006",".008",".01",".016",".013",".0161",".0117",".0105",".0072",".0069",".0063",".0054",".0053",".0064",".0087",".0081",".0077",
"Ä¥°î","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.024**",".023",".023",".02",".015",".014",".013",".011",".01",".014",".02",".028",".022",".022",".022",".022",".017",".017",".014",".012",".011",".014",".016",".022",".021",".02",".016",".014",".011",".009",".01",".01",".008",".01",".014",".015",".016",".018",".016",".019",".018",".015",".014",".011",".011",".011",".015",".019",".019",".019",".017",".019",".013",".014",".009",".01",".01",".012",".014",".023",".02",".0207",".0172",".017",".0102",".0112",".0087",".0083",".0078",".0085",".0124",".0128",".0142",
