"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","85 - 89세","사망자수[명]","명","4","4","5","3","6","3","5","1",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","85 - 89세","사망률[십만명당]","십만명당","1.5","1.4","1.6",".9","1.7",".8","1.2",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","90세이상","사망자수[명]","명","0","1","3","1","2","3","2","3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","90세이상","사망률[십만명당]","십만명당","",".8","2.2",".7","1.2","1.6","1","1.4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15세 미만","사망자수[명]","명","145","142","97","106","86","69","56","75",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15세 미만","사망률[십만명당]","십만명당","4.2","4.2","2.9","3.3","2.7","2.2","1.9","2.6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15 - 64세","사망자수[명]","명","40","48","50","53","40","43","50","52",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15 - 64세","사망률[십만명당]","십만명당",".2",".3",".3",".3",".2",".2",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","65세 이상","사망자수[명]","명","25","20","28","26","32","27","29","27",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","65세 이상","사망률[십만명당]","십만명당",".7",".5",".7",".6",".7",".6",".6",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","계","사망자수[명]","명","24396","25021","25497","28466","28176","31801","37833","44038",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","계","사망률[십만명당]","십만명당","47.9","49","49.8","55.5","54.9","61.9","73.7","85.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","0세","사망자수[명]","명","152","147","154","163","148","131","112","91",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","0세","사망률[십만명당]","십만명당","36","35.9","41.7","49.1","48.3","46.8","43.2","36.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","1 - 4세","사망자수[명]","명","20","12","15","18","27","20","8","25",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","1 - 4세","사망률[십만명당]","십만명당","1.1",".7",".8","1.1","1.7","1.4",".6","2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","5 - 9세","사망자수[명]","명","7","5","5","4","7","6","8","15",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","5 - 9세","사망률[십만명당]","십만명당",".3",".2",".2",".2",".3",".3",".4",".7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","10 - 14세","사망자수[명]","명","5","4","2","8","10","8","6","11",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","10 - 14세","사망률[십만명당]","십만명당",".2",".2",".1",".3",".4",".3",".3",".5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 19세","사망자수[명]","명","19","26","19","22","15","10","26","29",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 19세","사망률[십만명당]","십만명당",".6",".8",".6",".8",".6",".4","1.1","1.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","20 - 24세","사망자수[명]","명","33","45","41","49","50","42","63","41",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","20 - 24세","사망률[십만명당]","십만명당",".9","1.3","1.2","1.4","1.5","1.3","2","1.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","25 - 29세","사망자수[명]","명","60","50","44","66","79","69","72","77",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","25 - 29세","사망률[십만명당]","십만명당","1.9","1.6","1.4","2","2.3","2","2","2.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","30 - 34세","사망자수[명]","명","94","67","74","81","97","93","90","99",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","30 - 34세","사망률[십만명당]","십만명당","2.5","1.9","2.2","2.5","3.1","3","2.8","3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","35 - 39세","사망자수[명]","명","156","158","142","190","164","167","183","192",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","35 - 39세","사망률[십만명당]","십만명당","4","4","3.6","4.7","4.1","4.4","5.1","5.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","40 - 44세","사망자수[명]","명","326","320","262","297","288","289","311","353",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","40 - 44세","사망률[십만명당]","십만명당","7.4","7.5","6.4","7.5","7.5","7.5","7.9","8.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","45 - 49세","사망자수[명]","명","528","452","548","572","588","594","586","616",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","45 - 49세","사망률[십만명당]","십만명당","12.1","10.1","12.1","12.6","13.1","13.6","13.9","15.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","50 - 54세","사망자수[명]","명","698","696","698","852","789","847","981","910",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","50 - 54세","사망률[십만명당]","십만명당","16.4","16.7","17","20.5","18.5","19.6","22.2","20.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","55 - 59세","사망자수[명]","명","851","862","975","1076","1107","1130","1111","1230",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","55 - 59세","사망률[십만명당]","십만명당","21.9","21.1","23.1","25.2","26","26.9","27","30.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","60 - 64세","사망자수[명]","명","713","810","886","1104","1120","1225","1500","1587",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","60 - 64세","사망률[십만명당]","십만명당","26.3","27.3","27.9","32.7","31.1","32.2","37.5","38.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65 - 69세","사망자수[명]","명","799","822","804","1021","1049","1145","1493","1546",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65 - 69세","사망률[십만명당]","십만명당","37.9","37.6","35.5","43.5","42.9","43.4","51.8","50.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","70 - 74세","사망자수[명]","명","1413","1288","1276","1353","1399","1470","1741","1999",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","70 - 74세","사망률[십만명당]","십만명당","79.5","73","72.3","74.6","73.5","73.5","83.9","93",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","75 - 79세","사망자수[명]","명","2647","2693","2640","2923","2778","2974","3253","3386",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","75 - 79세","사망률[십만명당]","십만명당","195.5","191.2","175.2","184.4","173.3","185.6","203.6","211.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80세이상","사망자수[명]","명","15854","16558","16896","18653","18432","21576","26282","31826",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80세이상","사망률[십만명당]","십만명당","1208.3","1164.7","1103","1134.5","1041.8","1138.1","1299.3","1466.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80 - 84세","사망자수[명]","명","3855","4208","4345","4747","4872","5369","6410","7428",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","80 - 84세","사망률[십만명당]","십만명당","485.4","486.8","468","479.7","461.3","483.3","551","595.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","85 - 89세","사망자수[명]","명","5072","5202","5167","5871","5629","6803","8579","10323",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","85 - 89세","사망률[십만명당]","십만명당","1389.3","1319.9","1211.8","1275","1126.7","1237.7","1422.1","1594.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","90세이상","사망자수[명]","명","6927","7148","7384","8035","7931","9404","11293","14075",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","90세이상","사망률[십만명당]","십만명당","4534.4","4380.6","4171.4","4142.1","3714.5","3999.2","4405.8","5114.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15세 미만","사망자수[명]","명","184","168","176","193","192","165","134","142",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15세 미만","사망률[십만명당]","십만명당","2.6","2.4","2.6","2.9","2.9","2.6","2.2","2.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 64세","사망자수[명]","명","3478","3486","3689","4309","4297","4466","4923","5134",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 64세","사망률[십만명당]","십만명당","9.3","9.3","9.9","11.6","11.6","12.1","13.5","14.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65세 이상","사망자수[명]","명","20713","21361","21616","23950","23658","27165","32769","38757",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","65세 이상","사망률[십만명당]","십만명당","316.1","315","305.9","324.1","306.5","333.9","382","430.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","연령미상","사망자수[명]","명","21","6","16","14","29","5","7","5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","계","사망자수[명]","명","10562","10760","11005","12414","12542","14135","16972","19272",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","계","사망률[십만명당]","십만명당","41.5","42.2","43","48.5","49","55.2","66.3","75.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","0세","사망자수[명]","명","88","89","81","92","88","83","71","53",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","0세","사망률[십만명당]","십만명당","40.6","42.5","42.7","53.9","56","57.8","53.4","41.6",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","1 - 4세","사망자수[명]","명","12","8","7","8","11","12","3","15",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","1 - 4세","사망률[십만명당]","십만명당","1.3",".9",".8",".9","1.3","1.6",".4","2.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","5 - 9세","사망자수[명]","명","4","4","4","2","3","3","4","7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","5 - 9세","사망률[십만명당]","십만명당",".3",".3",".3",".2",".3",".3",".3",".6",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","10 - 14세","사망자수[명]","명","3","3","0","2","5","3","4","8",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","10 - 14세","사망률[십만명당]","십만명당",".2",".2","",".2",".4",".3",".3",".7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 19세","사망자수[명]","명","11","20","14","13","10","8","19","17",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 19세","사망률[십만명당]","십만명당",".6","1.2",".9",".9",".7",".6","1.5","1.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","20 - 24세","사망자수[명]","명","26","28","31","29","23","23","41","24",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","20 - 24세","사망률[십만명당]","십만명당","1.4","1.5","1.7","1.6","1.3","1.3","2.5","1.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","25 - 29세","사망자수[명]","명","38","35","33","49","60","45","46","61",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","25 - 29세","사망률[십만명당]","십만명당","2.3","2.1","1.9","2.8","3.3","2.4","2.5","3.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","30 - 34세","사망자수[명]","명","66","43","56","59","75","55","57","79",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","30 - 34세","사망률[십만명당]","십만명당","3.4","2.3","3.2","3.6","4.6","3.4","3.5","4.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","35 - 39세","사망자수[명]","명","112","116","112","129","123","124","127","141",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","35 - 39세","사망률[십만명당]","십만명당","5.7","5.8","5.5","6.3","6.1","6.4","6.9","8.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","40 - 44세","사망자수[명]","명","262","254","209","216","211","217","231","264",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","40 - 44세","사망률[십만명당]","십만명당","11.7","11.7","10","10.7","10.8","11.1","11.6","13",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","45 - 49세","사망자수[명]","명","457","378","462","469","476","468","461","467",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","45 - 49세","사망률[십만명당]","십만명당","20.6","16.8","20.1","20.4","20.9","21","21.5","22.6",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","50 - 54세","사망자수[명]","명","592","603","608","708","674","723","822","746",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","50 - 54세","사망률[십만명당]","십만명당","27.4","28.4","29.1","33.7","31.4","33.1","36.9","32.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","55 - 59세","사망자수[명]","명","722","747","828","895","913","944","937","1034",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","55 - 59세","사망률[십만명당]","십만명당","37.3","36.7","39.2","41.8","42.7","44.6","45","50.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","60 - 64세","사망자수[명]","명","608","658","700","892","917","1007","1245","1302",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","60 - 64세","사망률[십만명당]","십만명당","45.7","45.3","44.8","53.6","51.6","53.6","63","63.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","65 - 69세","사망자수[명]","명","591","624","580","749","776","865","1175","1162",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","65 - 69세","사망률[십만명당]","십만명당","58.5","59.5","53.3","66.4","65.9","68","84.5","77.8",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","70 - 74세","사망자수[명]","명","905","856","836","893","957","1009","1190","1378",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","70 - 74세","사망률[십만명당]","십만명당","114.3","107.7","104","107","108.3","108","122.6","136.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","75 - 79세","사망자수[명]","명","1434","1503","1471","1664","1570","1762","1911","1956",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","75 - 79세","사망률[십만명당]","십만명당","262.7","261.5","236","251","232.3","258.3","277.6","279.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80세이상","사망자수[명]","명","4619","4788","4966","5534","5628","6784","8628","10558",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80세이상","사망률[십만명당]","십만명당","1159.2","1088.6","1028.8","1049.6","975","1080.6","1270.2","1424.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80 - 84세","사망자수[명]","명","1640","1805","1949","2181","2262","2569","3173","3720",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","80 - 84세","사망률[십만명당]","십만명당","612.4","603.6","594","612.3","584.8","621.5","722.2","777.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","85 - 89세","사망자수[명]","명","1516","1513","1563","1785","1808","2302","3050","3862",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","85 - 89세","사망률[십만명당]","십만명당","1562.5","1435","1340.5","1378.3","1252","1408.3","1655.4","1911.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","90세이상","사망자수[명]","명","1463","1470","1454","1568","1558","1913","2405","2976",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","90세이상","사망률[십만명당]","십만명당","4351.3","4159.9","3829.4","3778.3","3383.8","3754.9","4320.4","4906.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15세 미만","사망자수[명]","명","107","104","92","104","107","101","82","83",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15세 미만","사망률[십만명당]","십만명당","2.9","2.9","2.6","3","3.2","3.1","2.6","2.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 64세","사망자수[명]","명","2894","2882","3053","3459","3482","3614","3986","4135",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","15 - 64세","사망률[십만명당]","십만명당","15.2","15.1","16","18.2","18.4","19.2","21.3","22.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","65세 이상","사망자수[명]","명","7549","7771","7853","8840","8931","10420","12904","15054",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","65세 이상","사망률[십만명당]","십만명당","274.8","271.9","262","280.3","269.4","296.4","346","381.9",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","연령미상","사망자수[명]","명","12","3","7","11","22","0","0","0",
"달리 분류되지 않은 증상, 징후 (R00-R99)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","계","사망자수[명]","명","13834","14261","14492","16052","15634","17666","20861","24766",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","계","사망률[십만명당]","십만명당","54.3","55.7","56.5","62.5","60.8","68.6","81","96.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","0세","사망자수[명]","명","64","58","73","71","60","48","41","38",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","0세","사망률[십만명당]","십만명당","31.1","29.1","40.6","44","40.2","35.2","32.4","31.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","1 - 4세","사망자수[명]","명","8","4","8","10","16","8","5","10",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","1 - 4세","사망률[십만명당]","십만명당",".9",".4",".9","1.2","2","1.1",".8","1.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","5 - 9세","사망자수[명]","명","3","1","1","2","4","3","4","8",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","5 - 9세","사망률[십만명당]","십만명당",".3",".1",".1",".2",".4",".3",".4",".8",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","10 - 14세","사망자수[명]","명","2","1","2","6","5","5","2","3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","10 - 14세","사망률[십만명당]","십만명당",".2",".1",".2",".5",".4",".4",".2",".3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 19세","사망자수[명]","명","8","6","5","9","5","2","7","12",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 19세","사망률[십만명당]","십만명당",".5",".4",".3",".7",".4",".2",".6","1.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","20 - 24세","사망자수[명]","명","7","17","10","20","27","19","22","17",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","20 - 24세","사망률[십만명당]","십만명당",".4","1",".6","1.2","1.7","1.2","1.4","1.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","25 - 29세","사망자수[명]","명","22","15","11","17","19","24","26","16",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","25 - 29세","사망률[십만명당]","십만명당","1.5","1",".7","1.1","1.2","1.5","1.6","1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","30 - 34세","사망자수[명]","명","28","24","18","22","22","38","33","20",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","30 - 34세","사망률[십만명당]","십만명당","1.5","1.4","1.1","1.4","1.4","2.5","2.2","1.3",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","35 - 39세","사망자수[명]","명","44","42","30","61","41","43","56","51",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","35 - 39세","사망률[십만명당]","십만명당","2.3","2.2","1.5","3.1","2.1","2.3","3.2","3.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","40 - 44세","사망자수[명]","명","64","66","53","81","77","72","80","89",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","40 - 44세","사망률[십만명당]","십만명당","3","3.2","2.6","4.2","4.1","3.8","4.1","4.5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","45 - 49세","사망자수[명]","명","71","74","86","103","112","126","125","149",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","45 - 49세","사망률[십만명당]","십만명당","3.3","3.4","3.8","4.6","5.1","5.8","6","7.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","50 - 54세","사망자수[명]","명","106","93","90","144","115","124","159","164",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","50 - 54세","사망률[십만명당]","십만명당","5","4.5","4.5","7","5.4","5.8","7.2","7.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","55 - 59세","사망자수[명]","명","129","115","147","181","194","186","174","196",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","55 - 59세","사망률[십만명당]","십만명당","6.6","5.6","7","8.5","9.1","8.9","8.5","9.8",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","60 - 64세","사망자수[명]","명","105","152","186","212","203","218","255","285",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","60 - 64세","사망률[십만명당]","십만명당","7.6","10.1","11.5","12.4","11.1","11.3","12.6","13.6",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","사망자수[명]","명","208","198","224","272","273","280","318","384",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","사망률[십만명당]","십만명당","18.9","17.4","19.1","22.3","21.6","20.5","21.3","24.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","사망자수[명]","명","508","432","440","460","442","461","551","621",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","사망률[십만명당]","십만명당","51.6","44.5","45.7","47","43.4","43.2","49.9","54.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","사망자수[명]","명","1213","1190","1169","1259","1208","1212","1342","1430",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","사망률[십만명당]","십만명당","150.2","142.8","132.4","136.5","130.3","131.7","147.5","158.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","사망자수[명]","명","11235","11770","11930","13119","12804","14792","17654","21268",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","사망률[십만명당]","십만명당","1229.7","1198.7","1137","1174.6","1074.1","1166.6","1314","1488",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","사망자수[명]","명","2215","2403","2396","2566","2610","2800","3237","3708",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","사망률[십만명당]","십만명당","420.8","425.1","399.1","405.1","389.9","401.4","447.2","482",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","사망자수[명]","명","3556","3689","3604","4086","3821","4501","5529","6461",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","사망률[십만명당]","십만명당","1326.6","1277.8","1163.4","1234.6","1075.7","1165.5","1319.5","1450.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","사망자수[명]","명","5464","5678","5930","6467","6373","7491","8888","11099",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","사망률[십만명당]","십만명당","4586.1","4441.6","4264.8","4241.2","3805.4","4066.7","4429.5","5173.1",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","사망자수[명]","명","77","64","84","89","85","64","52","59",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","사망률[십만명당]","십만명당","2.2","1.9","2.5","2.7","2.7","2.1","1.7","2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","사망자수[명]","명","584","604","636","850","815","852","937","999",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","사망률[십만명당]","십만명당","3.2","3.3","3.5","4.7","4.5","4.7","5.2","5.6",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","사망자수[명]","명","13164","13590","13763","15110","14727","16745","19865","23703",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","사망률[십만명당]","십만명당","345.9","346.4","338.2","356.7","334.4","362.5","409.7","467.7",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","사망자수[명]","명","9","3","9","3","7","5","7","5",
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","계","사망자수[명]","명","28784","28218","27154","28040","27282","26442","26147","26688",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","계","사망률[십만명당]","십만명당","56.5","55.2","53","54.7","53.1","51.5","50.9","52.1",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","0세","사망자수[명]","명","59","62","55","42","51","56","55","53",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","0세","사망률[십만명당]","십만명당","14","15.2","14.9","12.7","16.6","20","21.2","21.3",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","1 - 4세","사망자수[명]","명","86","74","84","68","75","52","55","42",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","1 - 4세","사망률[십만명당]","십만명당","4.6","4.1","4.7","4","4.7","3.5","4.1","3.4",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","5 - 9세","사망자수[명]","명","71","63","78","56","68","56","41","42",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","5 - 9세","사망률[십만명당]","십만명당","3.1","2.7","3.3","2.4","2.9","2.4","1.8","1.9",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","10 - 14세","사망자수[명]","명","99","71","73","87","78","86","111","116",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","10 - 14세","사망률[십만명당]","십만명당","3.9","3","3.1","3.7","3.4","3.7","4.7","4.9",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","15 - 19세","사망자수[명]","명","433","463","397","398","393","398","370","356",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","15 - 19세","사망률[십만명당]","십만명당","13.2","14.5","13.1","13.9","14.4","15.6","15.4","15.2",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","20 - 24세","사망자수[명]","명","767","762","719","777","791","813","823","746",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","20 - 24세","사망률[십만명당]","십만명당","21.9","21.6","20.5","22.6","23.6","24.8","25.9","24.7",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","25 - 29세","사망자수[명]","명","963","936","927","921","952","1080","1194","1125",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","25 - 29세","사망률[십만명당]","십만명당","30.8","29.6","28.5","27.5","27.7","30.8","33.8","32.2",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","30 - 34세","사망자수[명]","명","1300","1227","1042","1078","996","997","1069","1024",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","30 - 34세","사망률[십만명당]","십만명당","34.2","34.1","30.7","33.4","31.6","31.8","33.8","31.5",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","35 - 39세","사망자수[명]","명","1366","1341","1406","1508","1467","1358","1237","1090",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","35 - 39세","사망률[십만명당]","십만명당","35.2","34","35.2","37.4","37","35.9","34.5","32.2",
"질병이환 및 사망의 외인 (V01-Y89, U12)","계","40 - 44세","사망자수[명]","명","1874","1814","1578","1617","1479","1446","1432","1477",
