"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"¼øÃ¢","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".004","0.003*",".003",".003",".004",".004",".004","0.003*",".003",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003","0.002*",".003",".004",".004",".004",".005",".004",".004",".004",".004",".004",".005",".005",".003",".003",".003",".002",".003",".003",".003",".003",".002",".003",".003",".003",".003",".002",".002",".002",".0017",".0021",".0022",".0023",".0027","0.0028*",".0028",".0021",".0024",".0023",".0029",
"Àå¼ö","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".004",".004",".004",".004",".005",".004","0.004*","0.004*",".004",".004",".003",".002",".002",".003",".003",".003",".003",".003",".002",".002",".003",".003",".003",".003",".003",".004",".003",".003",".003","0.004*","0.003*",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".003",".002",".003",".002",".002",".002",".002",".0022",".002",".0022",".0022",".0022",".0019",".002",".002",".0019",".002","0.0021*",".002",
"µµÆò±Õ","¿ùÆò±Õ","",".006",".005",".005",".004",".004",".004",".004",".003",".004",".004",".004",".006",".005",".005",".005",".004",".004",".004",".003",".003",".003",".004",".004",".005",".005",".005",".005",".005",".004",".004",".004",".004",".004",".004",".004",".004",".005",".005",".005",".004",".004",".004",".003",".004",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".002",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".0021",".0022",".0022",".002",".0021",".0021",".0021",".0023",".0021",".0021",".0021",".0021",
"È­¼ø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".003",".003",".003",".002",".003",".002",".002",".003",".003",".003",".002",".003",".003",".004",".002",".002",".002",".001",".002",".002",".002",".003",".004",".003",".003",".003",".002",".003",".003",".003",".003",".002",".002",".003",".004",".003",".003",".004","0.004*","0.003*",".004",".003",".003",".003","0.003*",".0036",".0032",".0034",".0042",".0044",".0036",".0025",".0031","0.0024**",".0025",".0026",".0025",
"¿©¼ö","¿ùÆò±Õ","",".01",".008",".006",".007",".006",".006",".006",".007",".007",".006",".007",".007",".007",".008",".008",".007",".008",".007",".005",".007",".006",".006",".005",".007",".007",".006",".007",".006",".007",".006",".006",".007",".007",".007",".007",".008",".007",".006",".007",".006",".007",".007",".005",".005",".006",".006",".006",".006",".006",".007",".006",".006",".006",".007",".007",".005",".005",".006",".007",".006",".006",".006",".005",".005",".006",".005",".004",".005",".005",".005",".005",".005",".004",".004",".004",".004",".004",".004",".003",".003",".003",".004",".004",".004",".004",".004",".003",".004",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".002",".003",".002",".003",".003",".004",".004",".003",".0037",".0028",".0026",".0028",".0025",".0028",".003",".0028",".0033",".003",".0029",
"±¤¾ç","¿ùÆò±Õ","",".008",".006",".006",".008",".008",".007",".006",".005",".006","0.006*",".005",".005",".005",".006",".008",".006",".009",".009",".006",".006",".006",".007",".006",".006",".006",".007",".006",".008",".009",".009",".008",".007",".005",".004",".005",".005",".005",".006",".007",".008",".008",".008",".006",".006",".005",".005",".006",".005",".005","0.006*","0.007*","0.007*",".008",".009",".007",".006",".005","0.004*","0.005*","0.004*","0.005*",".005",".005",".006",".006",".007",".005",".006",".005",".004",".005",".004",".003",".004",".004",".003",".004",".005",".004",".005",".004",".004",".004",".003",".003",".003",".004",".004",".004",".006",".004","0.004*","0.003*","0.003*","0.003*","0.003*",".004",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".0026",".0032",".0037",".0032",".0043",".0041",".0045",".0042",".0034",".0029",".003",".003",
"¼øÃµ","¿ùÆò±Õ","",".007",".005",".004",".004",".004",".003",".003",".003",".004",".004",".004",".004",".005",".004",".004",".004",".004",".004",".004",".003",".003",".004",".004",".004",".003",".004",".004",".005",".005",".004",".004",".004",".003",".003",".004",".005",".004",".004",".004",".004",".005",".005",".004",".005",".005","0.005*","0.006*","0.005*",".005",".005",".005",".004",".004",".004",".004",".004","0.003*",".003",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".005",".004",".004",".004",".004",".003",".004",".004",".003",".003",".003","0.003*","0.004*",".003",".003",".004",".003",".003",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".002",".002",".002",".003",".002",".0022",".0027",".0024",".0022",".0025",".0026",".0024",".0023",".0025",".0019",".0018",".002",
"¸ñÆ÷","¿ùÆò±Õ","",".007",".006",".005",".004",".005",".004",".004",".004",".004",".004",".004",".005",".005",".004",".004",".003",".003",".004",".005",".004",".003",".004",".005",".004",".004",".003",".003",".005",".005",".003",".003",".005","0.003**","0.004**",".004",".004",".005",".004",".004",".004",".004",".003",".002",".002",".002",".001",".002",".002",".002",".003",".003",".003",".003",".003",".003",".004",".003",".003",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".004",".003",".003",".003",".003",".002",".002",".002",".003",".002",".003",".002",".003",".003",".002",".002",".002",".003",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".003",".002",".003",".003",".002",".003",".002",".003",".003",".002",".002",".003",".0028",".0029",".0029",".0027",".0025",".0025",".0025",".0022",".0025",".0027",".0024",".0025",
"¿µ¾Ï","¿ùÆò±Õ","",".007",".005",".005",".006",".005",".005",".004",".003",".004",".004",".004",".005",".006",".006",".005",".003",".004",".004",".004",".005",".005",".004",".005",".006",".005",".005",".005",".004",".005",".004",".004",".004",".003",".004",".006",".005",".005",".005",".005",".005",".005",".004",".003",".004",".005",".004",".003",".003",".003",".003",".003",".003",".005","0.005*",".004",".004",".006",".005",".006",".005",".005",".004",".004",".003",".006",".005",".004",".004",".004",".004",".005",".005",".004",".004",".003",".003",".003",".004","0.003**","0.003**","0.004**",".004",".004",".005","0.005**","0.004**","","","0.002**",".003","0.002**",".003",".003",".003",".003",".002",".002",".002",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".0027",".0026",".0024",".0023",".0022",".0021",".0021",".0024",".0023",".0024",".0022",".0022",
"³ªÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".004",".003",".003",".003",".004","0.003*",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".002",".003",".003",".003",".003",".002",".002",".002",".003",".002",".003",".002",".002",".003",".003",".003",".003",".003",".002",".002",".002",".002",".003",".002",".002",".001",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002",".0019",".0022",".002",".0017",".002",".0023",".0025",".0021",".0017",".0017","0.0026**",".002",
"´ã¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".004",".004",".004",".003",".003",".003",".003",".003",".002",".003",".003",".003",".004",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".002",".003",".002",".003",".002",".003",".003",".002",".003",".003",".003",".003",".002",".002",".003",".003",".003","0.002**",".003",".002",".002",".002",".0022",".0023",".0022",".0017",".0025",".0026",".0018",".0022",".0021",".0024",".0023",".0025",
"Àå¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".004",".004",".005",".005",".006",".005",".005",".004",".005",".004",".002",".003",".004",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".002",".003",".002",".002","",".003",".003",".003","0.002*",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0027",".0038",".0021",".0016","0.0028**",".0028",".0013",".0023",".0023","0.0023*",".0018",
"ÇØ³²","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".006",".006",".006",".006",".006",".007",".01",".009",".008",".005",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0033",".0028",".0028",".0027",".0026",".0028",".0026","0.0024*",".0025",".0027",".0028",
"¿µ±¤","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".004",".004",".003",".003",".003",".002",".003",".003",".004",".004",".004",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".002",".003",".003",".003",".004",".003",".003",".002",".003","0.003*",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".003",".003",".002",".002",".002",".002",".002",".002",".0019",".0021",".0019",".002",".0023",".0026",".0026",".0025",".0024",".0022",".0019",
"ÀåÈï","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".003",".004",".004",".003",".003",".003",".004",".004",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".004",".003",".002",".002",".002",".002",".002",".002","0.001*",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".001",".0014",".0017",".0021",".0019",".0016",".0016",".0018",".0019",".0019",".002",".0017",".0015",
"Áøµµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".003",".003",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".0024",".0026",".0028",".003",".0026",".0029",".0029",".0023",".0022",".0024",".0025",".0026",
"¿Ïµµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".003",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".002",".0019",".0023",".0024",".0025",".0027",".0022",".0028",".003",".0027",".0028",".0027",".0024",
"ÇÔÆò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".003",".004",".003",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".001",".002",".0017",".002",".0025",".0028",".003",".0027",".0026",".003",".002",".0024",".0027",".0029",
"°íÈï","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002*",".002",".002",".002",".002",".003",".003",".002",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".001",".001",".002",".001",".002",".001",".002",".002",".003",".003",".003",".002",".002",".003",".003",".002",".002",".003",".002",".003",".003",".003",".003",".003",".002",".0017",".0024",".0023",".0021",".0021",".0017",".0018",".0023",".0027",".003",".0028",".0025",
"½Å¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".004",".004",".003",".004",".003",".004",".004",".005",".005",".005",".003",".004",".003",".003",".004",".004",".003",".003",".004",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".002",".002",".002",".002",".002",".003",".002",".003",".003",".002",".003",".002",".002",".002",".002",".002","0.0020*",".002",".0023",".0022",".002",".0018",".0021",".0022",".002",".0021",".0017",".002",
"¹«¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.003*",".003",".004",".006",".007",".003",".003",".002",".002",".003",".004",".004",".004",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".001",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".0023",".0023",".0022",".0022",".0022",".0022",".0017",".002",".0018",".0018",".0018",".002",
"°­Áø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003","0.003*",".002",".002",".002","0.002*",".002",".002",".003",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003","0.003**","","0.002*",".002",".0021",".0027",".0032",".003",".0029",".0029",".003",".0032",".003",".0024",".0024",".0035",
"°î¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".003",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".003",".003",".002",".002",".003",".003",".002",".002",".002",".002",".003",".003",".0026",".0026",".0025",".0024",".0024",".0024",".0023",".0025",".0022",".002",".0021",".0023",
"±¸·Ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002**",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".002",".002",".003",".002",".003",".002",".002",".002",".002",".002",".0023",".0023",".0025",".0023",".0024",".0024",".0016",".0022",".0022",".0024",".0022",".0024",
"º¸¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".002",".003",".004",".003",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".003",".003",".003",".002",".002",".002",".002",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".0021",".0023",".0024",".0023",".0024",".0022",".0021",".0025",".0026",".0028",".0029",".003",
"µµÆò±Õ","¿ùÆò±Õ","",".008",".006",".005",".006",".006",".005",".005",".005",".005",".005",".005",".005",".006",".006",".006",".005",".006",".006",".005",".005",".005",".005",".005",".006",".005",".005",".005",".006",".007",".006",".005",".006",".005",".005",".005",".006",".005",".005",".006",".006",".006",".006",".005",".005",".005",".005",".005",".005",".005",".005",".005",".005",".005",".006",".005",".005",".004",".004",".005",".005",".005",".005",".004",".004",".005",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0025",".0028",".0027",".0025",".0027",".0026",".0027",".0027",".0026",".0026",".0025",".0026",
"¿µ´ö","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002**",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002","0.002*",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0025",".0026",".0025",".002",".0021",".0021",".0021",".0021",".0019",".0019",".0021",".002",
"¿µÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".004",".004",".003",".004",".004",".004",".003",".003",".003",".004",".005",".006",".005",".004",".004",".004",".004",".003",".003",".003",".004",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".003",".003",".003",".0032",".0026",".0024",".0026",".0027",".0028",".0023",".0022",".0025",".0026",".0021",".0023",
"ÀÇ¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.004**",".005",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".006",".005",".004",".003",".002",".003",".003",".002",".003",".003",".003",".004",".005",".004",".003",".003",".003",".003",".002",".002",".003",".002",".003",".003",".0031",".0029",".003",".0028",".0033",".0024",".0024",".0024",".0022",".002",".0019",".0028",
"¿ï¸ªµµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002**",".002",".001",".001",".002",".002",".002",".002",".002",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".001",".002",".001",".001",".002",".002",".002",".002",".002",".002",".001",".001",".001",".001",".001",".002",".002",".001",".002",".002",".002",".002",".0016",".0016",".0027",".0027",".0013",".0021",".003",".0028",".0022",".002",".002",".0013",
"Æ÷Ç×","¿ùÆò±Õ","",".006",".005",".005",".006",".005",".006",".006",".006",".004",".004",".004",".005",".005",".006",".007",".007",".008",".007",".007",".007",".007",".006",".006","0.007*",".006",".005",".005",".006",".007",".006",".005",".005",".005",".004",".004",".005",".006",".006",".007",".006",".005",".005",".005","0.006*",".004",".004",".004",".003",".004",".005",".005",".005",".005",".005",".006",".004",".003",".004",".004",".003",".003",".003",".003",".004",".004",".004",".004",".005",".005",".004",".004",".004",".004",".004",".004",".004",".004",".005",".004",".004",".005",".004",".003",".003",".004",".004",".004",".004",".003",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".003",".003",".002",".003",".002",".0028",".0028",".0031",".0029",".0032",".0034",".0031",".0035",".0028",".0029",".0027",".0027",
"±¸¹Ì","¿ùÆò±Õ","",".008",".005",".004",".003",".004",".004",".004",".005",".004",".004",".005",".006",".008",".008",".007","0.005*","0.006*","0.006*","0.005*","0.005*","0.005*","0.006*","0.005*","0.006*","0.007*","0.006*","0.005*","0.004*","0.004*","0.004*","0.005*","0.004*",".004",".003",".003",".004",".004",".004",".004",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".003",".002",".003",".003",".004",".003",".004",".004",".003",".003",".002",".002",".003",".002",".002","0.003*",".003",".003",".003",".003",".003",".003",".004",".003",".002",".002",".002",".002",".002",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0023",".0022",".0023",".0021",".002",".0021",".002",".0018",".0016",".0017",".002",".0021",
"±èÃµ","¿ùÆò±Õ","",".009",".005",".005",".004",".004",".003",".002",".002",".003",".002",".003",".004",".004",".003",".004",".007",".008",".007",".002",".002",".002",".003",".003",".004",".004",".003",".002",".002",".002",".001",".001",".002",".002",".004",".006",".006",".005",".002",".003",".003",".002",".003","0.002**",".002","0.002**","0.002**",".003",".004",".004",".005",".003",".003",".003",".003",".003",".003",".003","0.003*",".004",".004",".004","0.003**",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".002",".003",".002",".003",".002",".003",".002",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002","0.003*",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".0027",".003",".0026",".0023",".0024",".0025",".0024",".0025",".0022",".0024",".0025",".0027",
"°æÁÖ","¿ùÆò±Õ","",".011",".006",".006",".007",".007",".008",".008",".007",".007",".006",".005",".008",".009",".005",".006",".006",".006",".007",".007",".003",".003",".002",".002",".006",".006",".006",".007",".005",".006",".004",".005",".006",".003",".002",".004",".004",".005",".004",".005",".003",".004",".005",".005",".004",".003",".004",".004",".004",".005",".005",".004",".004",".005",".005",".004",".004",".003",".003",".003",".004",".005",".004",".003",".004",".004","0.004**",".003",".004",".004",".004",".004",".005",".004",".003",".003",".003",".004",".005",".004",".004",".004",".004",".004",".005",".005",".005",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".003",".004",".003",".003",".003",".003",".003",".0033",".0034",".0034",".0033",".0033",".0031",".0034",".0034",".0031",".0029",".0031",".0031",
"¾Èµ¿","¿ùÆò±Õ","",".007",".003",".005",".002",".002",".002",".003",".002",".002",".002",".004",".006",".005",".004",".003",".002",".003",".002",".003",".004",".004",".004",".005",".006",".005",".005",".004",".003",".003",".003",".004",".005",".005",".005",".007",".003",".004",".004",".004",".003",".003",".004",".005",".006",".006",".006",".006",".008",".007",".007",".007",".003",".005",".003",".003",".004",".004",".003","0.003**","","","0.002*",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".004",".004",".003",".003",".002",".003",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".002",".002",".001",".002",".002",".003",".0025",".0018",".0021",".002",".0015",".002",".002",".0019",".0018",".0021",".0027",".0027",
"¿µÁÖ","¿ùÆò±Õ","",".016",".015",".01",".006",".003",".003",".003",".003",".003",".005",".012",".021",".02",".016","0.014*",".009",".007",".004",".003",".001",".003",".005",".008",".014",".014",".011",".006",".003",".002",".002",".003",".004",".004",".005",".009",".012",".015",".012",".01",".005",".002",".003",".002",".003",".003",".004",".008",".008",".008",".01",".007",".005",".004",".004",".004",".004",".003",".004",".006",".008",".009",".006",".004",".003",".003",".003",".002","0.002*",".002",".002",".003","0.003*","",".003",".004",".005",".003",".003",".002",".002",".002",".003",".003",".004",".003",".003",".002",".002",".002",".002","0.002*",".002",".002",".002",".003",".005",".006",".004",".004",".003",".003",".003",".003",".003",".002",".003",".004",".005",".005",".0052",".0038",".0026",".0022",".0024",".002",".0022",".0018",".0024",".0037",".0052",
"°æ»ê","¿ùÆò±Õ","",".008",".006",".006",".005",".006",".006",".005",".004",".004",".003",".004",".006",".006",".005",".003",".005",".004",".003",".004",".004",".003",".003",".004",".005",".005",".005",".004",".004",".004",".003",".003",".003",".004",".004",".004",".005",".004",".004",".005",".004",".005",".006",".005",".002",".002",".002",".003",".003",".004",".004",".004",".004",".005",".004",".003",".003",".004",".003",".003",".004",".004",".004",".004",".004",".005",".007",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".004","0.005**",".004",".004",".003",".003",".003",".004",".004",".003",".004",".003",".004",".005",".003",".004",".004",".004",".004",".004",".004",".003",".004",".003","0.003*",".003",".003",".003",".003",".002",".003",".003",".0026",".0026",".0031",".0027",".0032",".0028",".003",".0031",".0032",".0027",".0026",".003",
"»óÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.004** ",".004",".005",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".002",".002",".002",".003",".003",".003",".005",".005",".004",".004",".004",".004",".004",".003",".004",".003",".003",".003",".003",".004",".004",".003",".003",".002",".002",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".0024","0.0025**",".0016",".0014",".0018",".002",".0022",".0028",".002",".0021",".002",".0024",
"Ä¥°î","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005** ",".005",".004",".004",".003",".004",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".002",".003",".004",".004",".004",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".005",".005",".005",".004",".003",".003",".003",".004",".004",".003",".003",".003",".002",".003","0.003**",".003",".004",".003",".003",".0041",".0032",".0033",".0033",".0033",".0032",".0031",".0021",".002",".0018",".002",".0021",
